,isPinned,isEdited,threadUrn,createdAt,createdAtString,permalink,text,author
23,False,False,,1713079654076,2024-04-14 07:27:34,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7185176845405831169%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287185176845405831169%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,IS AMAZON UPTO SOME KIND OF A SCAM WHERE IN THEY ARE GETTING HIGH VALUE ORDER BOOKER FROM THE CUSTOMER KEEPING THEM ON A WAIT OF 3-5 DAY DO NOT DELIVER THE ORDER AND USE THE FUNDS RECEIVED IN HEDGING AND AFTER 3-5 DAYS REFUND CUSTOMER THE ORIGINAL AMOUNT ......'HAPPENED WITH ME THE HEDGING INTEREST WHICH CAN BE EARNED IN 100k IS 1K PER DAY SO 5 DAYS 5K AND THAN RETURN ORGINIAL 100K K TO CUSTOMER ON 5TH DAY ....THIS IS SCAM !!! SUFFERING FOR THE 2ND TIME WITH FAILIURE OF COMMITTEMENT IN DELIVERING MY HIGH VALUE ORDER ,"{'firstName': 'Sonali', 'LastName': 'Raizada', 'urn': 'ACoAAABZYiMBiQGgRZ5f2AKMk-63W5UyMLizpNc', 'id': '5857827', 'username': 'sonaliraizada', 'linkedinUrl': 'https://www.linkedin.com/in/sonaliraizada', 'title': 'Sr.Vice President | MBA,Business Operations & HR'}"
24,False,False,,1712470162874,2024-04-07 06:09:22,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7182620454019301376%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287182620454019301376%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,"Hey :) I’m developing a series for Disney Channel with some lead actors from Disney Channel and Nickelodeon. We have Terrence Little Gardenhigh and Cody Veith will be on an episode. We will have 10 of the biggest names in Hollywood on season one. How would you like to meet the team of the high up executives from Disney and Nickelodeon that’s helping make the show possible? Along with the CEO of Napster, Dan Daum (Justin Biebers little brother and sisters stepdad) , Robert Rockefeller (John D Rockefeller cousin-grandson) And I can introduce you to some of my Disney friends. Accept my request to connect. I would love for you to be on the team. We are a big family with good vibes. It’s such a fun experience creating a tv show and being around all the talent. How would you like to be an advisor? Or consultant? Or chairman Just let me know! Please accept my request to connect- or add me if we are not connected my friend . You can also become an executive producer to get more involved with the show. You’re welcome to fly out and meet the talent and record with us ","{'firstName': 'H.H. Lord Dylan', 'LastName': 'Collins', 'urn': 'ACoAABGBDQwBOkoenLoxzOYcfcyqiq1AqPgPxRk', 'id': '293670156', 'username': 'thedylancollins', 'linkedinUrl': 'https://www.linkedin.com/in/thedylancollins', 'title': 'Socialite Celebrity Endorser and Actor/Entertainer - Hollywood Industry Leader (Dylan Collins - Direct Descendant to John Collins the founding father of the USA) and heir.'}"
25,False,False,,1712973347377,2024-04-13 01:55:47,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7184730962797191168%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287184730962797191168%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,"Good evening Andrew R. Jassy/Andrew Jassy/Andy Jassy,


       Any necessary/relevant correspondences/communications/emails in regards to MY/THIS law suit/civil suit, should/will occur between those at Amazon.com, Inc. whom these matters/issues may concern, the Legal Counsel for Amazon and I/MYSELF.. At/during the negotiation/settlement proceedings and/or if a satisfactory agreement isn’t met at some point in the process/proceedings thereof, then subsequent court proceedings/further legal intervention will be necessary/required, at which point(s) my legal counsel will take on the star reigns.. Of course I am certain to make my legal counsel privy to and aware of all pertinent/relevant/important information/correspondences/communications and my legal counsel also makes certain to keep up their end of the bargain/provisions in this case..

****Just based on certain facts about me alone, such as the facts that I have NEVER had ANY piercings (even my ears have NEVER been pierced), I have NEVER had any tattoos of any kind, I have NEVER tried/done drugs (I would definitely choose death over trying/doing any narcotics/harmful/illegal SUBSTANCES/drugs of any kind), I have NEVER partaken in ANY type of sexual activity (I will remain a Virgin FOREVER), I have NEVER been on a date NOR been in a relationship (been SINGLE ALL MY LIFE and I HAVE REJECTED MANY MEN), I have NEVER been molested/raped (obviously, if I had then I wouldn’t be a Virgin), I have various other extremely Virgin characteristics/qualities, I was chosen as “Student of the Month” TWICE in my Kindergarten through high school/12th grade years (in Kindergarten and 6th grade), I passed the FCAT on the FIRST attempt/the VERY FIRST time that it was EVER administered in the state of Florida, I scored a score of 600 or above per test on at least two SAT II Subject Tests individually (I accomplished those scores on the Writing SAT II Subject Test and the American Literature SAT II Subject Test), I scored an ACT Composite score of a 27 or higher using superscore computation, I qualified for the ""Honors"" AND ""College Ready"" high school diploma, I accomplished a GPA above a 3.9 at least two of the semesters that I attended college/university, etc.. 

A black female/woman who can verifiably/irrefutably boast the ENTIRETY of such aforementioned facts/accomplishments has/would ONLY test NEGATIVE for ANY stds/stis/communicable/transferable maladies which DEFINITELY APPLIES to me/are my qualities/characteristics/attributes..
One of my main goals/aspirations since I was a child was/is to be CANONIZED AS A SAINT in the Vatican or somewhere else where that is also official/authorized..","{'firstName': 'Camisha', 'LastName': 'Rutherford', 'urn': 'ACoAACa0HqYBOGE9i4rOlYLCEGLNbIWKbfOM9A8', 'id': '649338534', 'username': 'camisha-rutherford-746566161', 'linkedinUrl': 'https://www.linkedin.com/in/camisha-rutherford-746566161', 'title': ""Self Employed at Camisha's Internet Endeavors aka Camisha Grena Rutherford""}"
26,False,False,,1713259617980,2024-04-16 09:26:57,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7185931668728287232%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287185931668728287232%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Will Amazon Prime customers get free complete  access to a good LLM?  I don't mind giving up prime video,"{'firstName': 'Sunil', 'LastName': 'Munjal', 'urn': 'ACoAAAAqAjgBHT5S9D2In7YdpIlOYo-SYpWQbXg', 'id': '2753080', 'username': 'sunilmunjal', 'linkedinUrl': 'https://www.linkedin.com/in/sunilmunjal', 'title': 'Software Application Architect'}"
27,False,False,,1712346531037,2024-04-05 19:48:51,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7182101904510849026%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287182101904510849026%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Thrilled to see Mistral AI pushing the boundaries of innovation with Mistral Large; your (,"{'firstName': 'Navita', 'LastName': 'Prayman', 'urn': 'ACoAADrkmGcBjda40jHZRuD4oKY0qs5QOdfovA4', 'id': '988059751', 'username': 'navitap', 'linkedinUrl': 'https://www.linkedin.com/in/navitap', 'title': 'Customer & HCP Engagement | Omnichannel Marketing & CX I Data & AI Strategy I Health Equity I Product Launch & GTM Consultant |'}"
28,False,False,,1712603452626,2024-04-08 19:10:52,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7183179511755161601%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287183179511755161601%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Complex multilingual reasoning with a nuanced understanding of grammar and cultural context is impressive!,"{'firstName': 'Courtney', 'LastName': 'Graham', 'urn': 'ACoAAAFaBpABvd1IgQRWQtP2d3v2yh0JtvXlYyI', 'id': '22677136', 'username': 'courtney-graham-clearwater-passages', 'linkedinUrl': 'https://www.linkedin.com/in/courtney-graham-clearwater-passages', 'title': 'Customized luxury yachting vacation for elevated travel experiences 🌎 Worldwide, Bespoke, Unique, Enhanced, Stress-free Vacations | Personal & Corporate Getaways | Founder & Yacht Charter Broker | Adventure Seeker'}"
29,False,False,,1712156269466,2024-04-03 14:57:49,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181303889642545152%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181303889642545152%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Andy Jassy,"{'firstName': 'Prashant SK', 'LastName': 'Shriyan', 'urn': 'ACoAAB8kFDABFeLHJ9xDQB9kQ45ihSGWUOEPoy0', 'id': '522458160', 'username': 'prashant-s-shriyan', 'linkedinUrl': 'https://www.linkedin.com/in/prashant-s-shriyan', 'title': '✪ Global Director@QA Mentor ✪ Expert in High-Impact QA & Software Testing Strategies ✪ LinkedIn Top IT Voice 2024 ✪ Advocate for Next-Gen Tech Solutions ✪'}"
30,False,False,,1712163360740,2024-04-03 16:56:00,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181333632601460737%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181333632601460737%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Exciting news! Can't wait to see the transformative experiences Mistral Large will bring to customers. ,"{'firstName': 'Patrick', 'LastName': 'Scheblein', 'urn': 'ACoAACPJ9EYBwAzYjy8u3YPUCt5nLhdYxBcLa-M', 'id': '600437830', 'username': 'patrick-scheblein-71a103149', 'linkedinUrl': 'https://www.linkedin.com/in/patrick-scheblein-71a103149', 'title': 'Head of Workplace | #wearehiring | #erfolgreichmacher'}"
31,False,False,,1712782321291,2024-04-10 20:52:01,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7183929741316366338%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287183929741316366338%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Hello i specialized in Amazon fba pl and a to z services expert,"{'firstName': 'Saraan', 'LastName': 'Rao', 'urn': 'ACoAAEaF4DcB05MlksdiwoyjXpW_l5S-JiEMQhU', 'id': '1183178807', 'username': 'saraan-rao-b5b2b1290', 'linkedinUrl': 'https://www.linkedin.com/in/saraan-rao-b5b2b1290', 'title': 'Amazon Expert| Amazon Seller Management| Amazon PPC Expert'}"
32,False,False,,1713626735433,2024-04-20 15:25:35,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7187471470929874945%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287187471470929874945%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,"Scaling AI is crucial, but customization is key, Andy! It's not just about quantity; it's about quality and impact.","{'firstName': 'Jonathan', 'LastName': 'Leaf', 'urn': 'ACoAAAAdEwsB00b1z0zhUZKjLlEPZiEkgDqkUww', 'id': '1905419', 'username': 'jonathan-leaf', 'linkedinUrl': 'https://www.linkedin.com/in/jonathan-leaf', 'title': 'Chief Revenue Officer - Enhancing customer experience through innovation | Building lasting go-to market organizations'}"
33,False,False,,1712165538657,2024-04-03 17:32:18,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181342767447515136%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181342767447515136%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Andy Jassy,"{'firstName': 'Vishal', 'LastName': 'Khare', 'urn': 'ACoAAAkNXHUBw5FSYyk7vcKAw1bW7Y3n0aMwJGU', 'id': '151870581', 'username': 'iamvishalkhare', 'linkedinUrl': 'https://www.linkedin.com/in/iamvishalkhare', 'title': 'Engineering Manager @ TATA 1mg | Google Cloud Certified Cloud Engineer'}"
34,False,False,,1712277855886,2024-04-05 00:44:15,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181813860050333696%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181813860050333696%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Andy can we connect?,"{'firstName': 'Samantha', 'LastName': 'Smith', 'urn': 'ACoAAAH3rtcB8mSnffYHk7IT8QzHtG4VusfDjGw', 'id': '33009367', 'username': 'samantha-smith-78707ab', 'linkedinUrl': 'https://www.linkedin.com/in/samantha-smith-78707ab', 'title': 'English Teacher/ Curriculum and Admissions Coordinator/ Sales Representative/ Teacher Training Expertise, Masters in Education'}"
35,False,False,,1712163362763,2024-04-03 16:56:02,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181333641086529537%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181333641086529537%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Exciting news about Mistral Large! Looking forward to the incredible transformations it will bring. ,"{'firstName': 'Tim', 'LastName': 'Fergestad', 'urn': 'ACoAADczKmMBNz9ydkjHcekzga1rgVFiJOiXGRk', 'id': '926100067', 'username': 'timfergestad', 'linkedinUrl': 'https://www.linkedin.com/in/timfergestad', 'title': 'Neuroscientist turned Investor | Multifamily Syndicator | Partnering with busy professionals to invest in top real estate deals.'}"
36,False,False,,1712157604413,2024-04-03 15:20:04,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181309488820371458%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181309488820371458%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,"Thanks for sharing, very interesting","{'firstName': 'Bill', 'LastName': 'Williams', 'urn': 'ACoAACSM2_YB1vZrFF1zkyTIq1Mlpu-S2dhw-8g', 'id': '613211126', 'username': 'bill-williams-672443151', 'linkedinUrl': 'https://www.linkedin.com/in/bill-williams-672443151', 'title': 'Operating Engineer'}"
37,False,False,,1713309523491,2024-04-16 23:18:43,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7186140987612663809%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287186140987612663809%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,How can this company not provide work for youth ,"{'firstName': 'السيد', 'LastName': 'حسين', 'urn': 'ACoAAE2g7NsBDkjaWBdxPWbHGea_Gv1Us71p7ao', 'id': '1302392027', 'username': 'السيد-حسين-10b203304', 'linkedinUrl': 'https://www.linkedin.com/in/السيد-حسين-10b203304', 'title': '--'}"
38,False,False,,1712152538616,2024-04-03 13:55:38,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181288241323536384%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181288241323536384%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Thanks for sharing,"{'firstName': 'Ismael', 'LastName': 'Soares da Rocha', 'urn': 'ACoAABMMa6wBQrRuc42OlLWxiydR0d-QZ8XN5W4', 'id': '319581100', 'username': 'ismael-a-da-rocha-soares-92403a8b', 'linkedinUrl': 'https://www.linkedin.com/in/ismael-a-da-rocha-soares-92403a8b', 'title': 'Professional'}"
39,False,False,,1712620973847,2024-04-09 00:02:53,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7183253001086660609%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287183253001086660609%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Worst customer service in Mumbai for prime customer also,"{'firstName': 'Zameer', 'LastName': 'Shaikh', 'urn': 'ACoAACYStRwBVdeAk23K_qmot0uh8m0AeoRji1Y', 'id': '638760220', 'username': 'zameer-shaikh-aa4b04159', 'linkedinUrl': 'https://www.linkedin.com/in/zameer-shaikh-aa4b04159', 'title': 'Deputy Manager - Service Operations'}"
40,False,False,,1712163361786,2024-04-03 16:56:01,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181333636992888832%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181333636992888832%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Great news! Looking forward to the exciting innovations Mistral Large will bring. 🚀,"{'firstName': 'Vijay', 'LastName': 'Karumanchi', 'urn': 'ACoAAAHN2eMBKhYAEh11fV5bxww88ntT6tEjk_o', 'id': '30267875', 'username': 'vijay-karumanchi-16b178a', 'linkedinUrl': 'https://www.linkedin.com/in/vijay-karumanchi-16b178a', 'title': 'Transforming Indian D2C Brands into Global Powerhouses | Founder & CEO | Global E-Commerce Marketplace Builder | D2C Accelerator'}"
41,False,False,,1712208622351,2024-04-04 05:30:22,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181523473557524480%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181523473557524480%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Exciting news! Can't wait to see how Mistral Large transforms customer experiences! 🚀 ,"{'firstName': 'Marcelo', 'LastName': 'Grebois', 'urn': 'ACoAAAGeGwYBCGWT5wtiuMUR684ZoqFhypWXX5A', 'id': '27138822', 'username': 'grebois', 'linkedinUrl': 'https://www.linkedin.com/in/grebois', 'title': '☰ Cloud & Software Architect ☰ MLOps ☰ AIOps ☰ Helping companies scale their platforms to an enterprise grade level'}"
42,False,False,,1712257296869,2024-04-04 19:01:36,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181727629283098625%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181727629283098625%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,This is a great! thanks for sharing. ,"{'firstName': 'Roxana ', 'LastName': 'Woda-Frydman', 'urn': 'ACoAAEpWG1EBgbny2XI1L4DJO153Bqp7Mom4OIE', 'id': '1247157073', 'username': 'roxana-woda-frydman-5018062a9', 'linkedinUrl': 'https://www.linkedin.com/in/roxana-woda-frydman-5018062a9', 'title': '#IoT Solutions Trusted Advisor at #Sierra Wireless/#Semtech |#Digital Transformation|#5G |#Mobility|#OEM |#Sustainable IoT #Robotics'}"
43,False,False,,1712252734464,2024-04-04 17:45:34,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181708493169598464%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181708493169598464%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Amazing,"{'firstName': 'JIBIN', 'LastName': 'PT', 'urn': 'ACoAAD7WqswBmCPAOOSwLoKKvN3tFMPneqtgQ3Y', 'id': '1054255820', 'username': 'jibin-pt-8b8099255', 'linkedinUrl': 'https://www.linkedin.com/in/jibin-pt-8b8099255', 'title': 'office assistant.'}"
44,False,False,,1712163361137,2024-04-03 16:56:01,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181333634270851072%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181333634270851072%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Exciting news! Looking forward to seeing the innovations Mistral Large brings. ,"{'firstName': 'Ben', 'LastName': 'Owilli Oyunu', 'urn': 'ACoAABjfnc8B_t7YJbrjE-SIbL-3LXNG9DNhMlo', 'id': '417308111', 'username': 'ben-owilli-oyunu-8bb909b7', 'linkedinUrl': 'https://www.linkedin.com/in/ben-owilli-oyunu-8bb909b7', 'title': 'Engineer & Entrepreneur'}"
45,False,False,,1712185486366,2024-04-03 23:04:46,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181426434203115522%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181426434203115522%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Kudos to the team 👏,"{'firstName': 'Ayush', 'LastName': 'Trivedi', 'urn': 'ACoAABiOQO4Bp7OnoHOyVUpDfQIHi_t-Nv3FVAY', 'id': '411975918', 'username': 'ayushtrivedi17', 'linkedinUrl': 'https://www.linkedin.com/in/ayushtrivedi17', 'title': 'Amazon | Ex-PowerSchool | Ex-HCL'}"
46,False,False,,1713242619014,2024-04-16 04:43:39,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7185860369897123841%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287185860369897123841%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Mistral Large is a good addition!,"{'firstName': 'Divya', 'LastName': 'Singhal', 'urn': 'ACoAAAD_VigBOB1KhHC5nil6v-2LD-_5Gelm46k', 'id': '16733736', 'username': 'divyasinghal', 'linkedinUrl': 'https://www.linkedin.com/in/divyasinghal', 'title': 'Sr. Technical Program Manager at Amazon Lab126'}"
47,False,False,,1712163368001,2024-04-03 16:56:08,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181333663056343041%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181333663056343041%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Exciting times ahead with Mistral Large! ,"{'firstName': 'Leon', 'LastName': 'van der Laan', 'urn': 'ACoAAAROe08BVAMiOD79nZt_t6oErzXXWWBQPXg', 'id': '72252239', 'username': 'leon-van-der-laan', 'linkedinUrl': 'https://www.linkedin.com/in/leon-van-der-laan', 'title': 'Leadership Coach in DTC Ecommerce | +10 years in Ecom| Helping DTC Brands & Agencies Build a Self-Managing Organization'}"
48,False,False,,1712163367705,2024-04-03 16:56:07,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181333661814788096%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181333661814788096%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Exciting times ahead!  ,"{'firstName': 'Victor ', 'LastName': 'De Mite', 'urn': 'ACoAACO7BWAB6b7IdujiOZFBnHJTRpE04SU7Pvw', 'id': '599459168', 'username': 'victor-de-mite-2a8911148', 'linkedinUrl': 'https://www.linkedin.com/in/victor-de-mite-2a8911148', 'title': 'Junior Partner @ Yunicorn Ventures | Scout @ Picus Capital'}"
